user_id,game_id,role,team
727,17270,ATK,BLUE
641,22588,DEF,BLUE
364,1434,ATK,RED
258,14563,DEF,RED
524,7236,ATK,RED
273,8813,ATK,RED
261,22794,DEF,RED
111,21635,ATK,BLUE
498,15940,DEF,RED
45,10689,DEF,RED
539,16768,DEF,RED
413,14471,ATK,BLUE
9,10963,ATK,RED
76,15765,ATK,RED
612,9092,ATK,RED
167,2134,DEF,BLUE
151,1574,DEF,RED
556,16719,ATK,RED
618,9798,DEF,BLUE
228,8292,DEF,BLUE
260,2591,DEF,BLUE
460,10525,DEF,BLUE
579,8910,ATK,BLUE
461,9029,DEF,RED
181,20890,DEF,BLUE
268,4808,DEF,RED
443,10389,DEF,BLUE
23,10956,DEF,BLUE
237,15937,ATK,RED
471,9282,DEF,RED
544,6611,ATK,RED
455,18487,DEF,RED
382,3468,ATK,BLUE
74,3105,ATK,BLUE
539,6473,DEF,BLUE
35,6984,ATK,BLUE
103,2982,ATK,RED
530,2041,DEF,RED
261,16859,DEF,RED
251,8731,DEF,BLUE
367,5344,ATK,BLUE
602,20571,DEF,RED
2,8743,DEF,BLUE
538,20922,DEF,BLUE
68,3663,ATK,BLUE
82,16768,ATK,BLUE
799,3007,ATK,RED
318,11945,ATK,BLUE
54,6325,DEF,BLUE
159,2188,ATK,RED
476,17589,ATK,RED
280,22118,DEF,BLUE
636,15903,DEF,BLUE
386,5585,ATK,RED
557,12548,ATK,BLUE
654,1124,DEF,BLUE
378,12451,ATK,BLUE
389,14274,ATK,BLUE
717,15530,ATK,BLUE
502,5876,ATK,BLUE
386,2604,ATK,BLUE
501,19336,DEF,BLUE
459,13106,ATK,BLUE
383,19794,DEF,BLUE
143,20421,DEF,BLUE
647,219,ATK,BLUE
191,656,ATK,RED
792,15212,DEF,BLUE
779,12627,DEF,BLUE
128,9078,DEF,RED
783,16817,DEF,BLUE
262,8667,ATK,BLUE
568,6211,ATK,BLUE
520,2935,ATK,RED
488,2959,DEF,RED
38,9704,ATK,RED
666,14953,ATK,BLUE
424,264,ATK,RED
643,22142,ATK,RED
799,12639,DEF,BLUE
372,9871,DEF,RED
106,21492,DEF,RED
40,3375,ATK,BLUE
799,5646,ATK,RED
636,24838,ATK,RED
309,18769,DEF,RED
356,18081,DEF,RED
365,18438,DEF,RED
795,4993,DEF,RED
12,7714,DEF,BLUE
698,23151,ATK,RED
653,19681,ATK,BLUE
351,5843,ATK,BLUE
93,24010,DEF,RED
676,8018,DEF,BLUE
489,7709,ATK,BLUE
529,1386,DEF,RED
136,4210,ATK,RED
471,14993,DEF,RED
322,10929,DEF,BLUE
20,4946,ATK,BLUE
108,275,ATK,BLUE
665,13934,ATK,RED
561,8102,DEF,RED
121,3711,DEF,BLUE
419,12777,DEF,RED
662,11706,ATK,BLUE
311,23825,ATK,RED
230,491,ATK,BLUE
72,19288,DEF,BLUE
69,17849,ATK,RED
36,910,DEF,RED
136,10542,DEF,BLUE
738,18359,DEF,BLUE
449,10396,ATK,BLUE
399,23318,DEF,RED
534,11696,DEF,BLUE
330,17097,ATK,RED
45,19083,ATK,RED
13,5341,ATK,RED
779,9063,DEF,BLUE
553,22906,DEF,BLUE
559,20101,ATK,RED
654,18297,ATK,RED
746,21117,ATK,BLUE
199,17522,DEF,RED
586,23599,ATK,BLUE
516,16738,ATK,RED
321,4300,ATK,BLUE
371,14109,DEF,BLUE
713,3660,DEF,RED
747,6663,DEF,BLUE
281,21217,DEF,BLUE
492,2884,DEF,BLUE
406,23529,DEF,RED
4,22050,DEF,RED
765,17485,ATK,RED
113,8412,ATK,RED
295,5148,ATK,BLUE
408,4254,ATK,BLUE
240,11543,DEF,BLUE
101,14504,DEF,BLUE
187,11352,DEF,BLUE
735,2211,DEF,BLUE
309,16004,DEF,BLUE
137,5553,DEF,RED
663,23384,DEF,BLUE
800,12495,ATK,RED
503,19487,DEF,RED
740,230,DEF,RED
155,14842,DEF,RED
1,18838,DEF,BLUE
656,19225,DEF,BLUE
106,16503,ATK,RED
55,4419,ATK,RED
202,9118,ATK,RED
520,15079,DEF,RED
352,5660,DEF,BLUE
476,8941,DEF,BLUE
205,4903,ATK,BLUE
506,8,ATK,RED
236,9963,DEF,BLUE
233,13075,DEF,BLUE
427,17983,DEF,RED
105,13369,DEF,BLUE
510,17401,DEF,RED
46,15900,DEF,BLUE
110,20801,DEF,BLUE
521,4870,ATK,RED
407,21290,DEF,RED
316,11701,DEF,BLUE
70,1062,DEF,RED
532,15716,ATK,BLUE
241,17253,ATK,BLUE
786,23973,DEF,RED
464,19998,DEF,BLUE
703,4365,ATK,RED
678,20903,ATK,RED
40,12987,ATK,RED
194,14374,DEF,BLUE
142,12265,DEF,RED
373,11784,ATK,BLUE
788,8530,DEF,BLUE
499,23617,DEF,RED
751,7940,ATK,BLUE
367,1125,DEF,BLUE
125,23010,DEF,BLUE
263,22707,ATK,RED
396,7262,DEF,BLUE
580,19409,DEF,BLUE
285,13591,DEF,BLUE
347,21147,DEF,BLUE
182,2389,ATK,RED
458,4878,ATK,BLUE
659,13512,DEF,BLUE
77,24532,DEF,BLUE
171,10658,DEF,BLUE
670,20087,ATK,BLUE
78,16916,DEF,BLUE
409,18526,DEF,BLUE
4,15462,ATK,RED
84,21594,ATK,BLUE
725,14480,DEF,RED
112,13446,DEF,BLUE
146,23127,ATK,BLUE
402,21772,DEF,RED
32,24042,DEF,RED
417,24488,DEF,RED
782,9491,DEF,BLUE
799,11035,ATK,BLUE
144,22972,DEF,RED
102,10243,DEF,BLUE
397,2124,DEF,RED
410,16886,DEF,BLUE
772,20618,DEF,RED
756,7465,DEF,RED
650,3258,DEF,RED
474,6486,ATK,RED
439,6965,DEF,RED
346,18639,ATK,BLUE
118,18485,ATK,BLUE
307,23231,ATK,BLUE
203,11063,ATK,BLUE
703,423,ATK,BLUE
708,4815,ATK,RED
347,14989,DEF,RED
687,24544,DEF,RED
154,3007,DEF,BLUE
650,11216,DEF,BLUE
766,1613,DEF,RED
452,19578,DEF,RED
419,8150,ATK,BLUE
362,6323,DEF,RED
710,20222,ATK,BLUE
470,23015,ATK,BLUE
240,21440,ATK,RED
771,20828,DEF,RED
486,2489,ATK,RED
155,16651,DEF,RED
601,23700,DEF,RED
707,23967,ATK,RED
25,17925,ATK,RED
546,23727,DEF,RED
656,21604,DEF,BLUE
554,13492,DEF,RED
193,13971,DEF,BLUE
232,12382,ATK,BLUE
547,9351,ATK,BLUE
412,4836,DEF,RED
165,470,ATK,BLUE
64,18394,DEF,RED
617,8141,ATK,BLUE
498,2617,DEF,RED
456,12549,ATK,BLUE
526,22707,DEF,RED
591,8160,DEF,BLUE
737,20479,ATK,BLUE
121,3112,DEF,BLUE
308,329,ATK,BLUE
271,19736,ATK,BLUE
673,23500,DEF,RED
157,16930,ATK,RED
61,5151,ATK,RED
708,6931,DEF,BLUE
159,7755,ATK,RED
137,15498,ATK,RED
458,4511,DEF,BLUE
302,20194,DEF,RED
13,20548,ATK,BLUE
1,19243,ATK,RED
630,16522,ATK,RED
789,20215,ATK,BLUE
750,6193,DEF,BLUE
310,12347,ATK,RED
733,18170,DEF,RED
507,5382,ATK,BLUE
512,12975,ATK,RED
377,16361,ATK,RED
386,15422,ATK,RED
772,10666,DEF,RED
729,14647,ATK,RED
645,13828,DEF,RED
794,1886,DEF,BLUE
11,8302,DEF,RED
13,8799,ATK,BLUE
75,5237,DEF,BLUE
651,16584,DEF,BLUE
652,4992,DEF,RED
781,12212,DEF,BLUE
788,12875,ATK,RED
532,19932,DEF,RED
751,11865,DEF,BLUE
717,11198,ATK,RED
425,4607,DEF,BLUE
135,7687,DEF,RED
433,2724,DEF,BLUE
637,9820,DEF,BLUE
585,11596,ATK,BLUE
403,4759,ATK,RED
337,14626,ATK,RED
474,2066,ATK,BLUE
589,15978,DEF,BLUE
453,10033,DEF,BLUE
433,18956,DEF,BLUE
495,7249,DEF,RED
780,14548,DEF,BLUE
304,71,DEF,RED
782,1744,ATK,RED
321,17646,ATK,RED
316,19381,DEF,BLUE
375,18709,ATK,RED
464,1166,ATK,BLUE
483,21283,ATK,RED
75,5522,DEF,BLUE
239,22447,ATK,BLUE
686,24798,ATK,RED
228,2902,DEF,RED
766,1074,DEF,BLUE
177,19673,ATK,RED
682,12543,DEF,BLUE
330,4089,DEF,RED
612,16288,ATK,BLUE
137,10766,DEF,RED
495,13037,ATK,BLUE
43,16577,ATK,BLUE
243,13060,DEF,RED
361,22598,ATK,RED
739,20770,DEF,BLUE
47,11378,DEF,RED
723,14942,DEF,BLUE
612,15710,DEF,BLUE
725,13189,ATK,BLUE
224,22736,ATK,BLUE
623,24342,ATK,BLUE
690,6045,DEF,BLUE
405,7615,DEF,RED
428,15675,DEF,BLUE
683,3197,DEF,RED
56,23683,ATK,BLUE
334,3036,ATK,RED
88,22853,DEF,BLUE
435,16252,DEF,BLUE
532,1290,ATK,BLUE
178,19461,DEF,RED
753,4520,ATK,RED
403,11752,ATK,BLUE
321,22007,ATK,BLUE
569,23372,DEF,BLUE
465,23124,ATK,BLUE
550,1766,DEF,BLUE
733,16117,ATK,BLUE
662,17197,DEF,BLUE
229,981,DEF,BLUE
110,284,DEF,RED
583,21915,DEF,BLUE
144,1533,DEF,RED
434,12600,ATK,RED
422,24333,DEF,BLUE
646,13491,DEF,BLUE
552,7597,ATK,BLUE
759,20,ATK,BLUE
760,4265,ATK,BLUE
11,22673,DEF,BLUE
32,8324,ATK,RED
416,16471,ATK,RED
543,7946,DEF,RED
32,8186,ATK,RED
252,10027,DEF,RED
567,19148,DEF,RED
402,19942,ATK,RED
597,11945,DEF,RED
433,13720,DEF,RED
631,2290,DEF,BLUE
146,18277,DEF,RED
728,4734,DEF,RED
385,24664,ATK,BLUE
355,15742,DEF,RED
7,3204,DEF,BLUE
293,560,DEF,BLUE
679,2395,DEF,RED
229,2676,DEF,RED
373,6803,DEF,RED
502,15838,DEF,BLUE
626,22801,DEF,BLUE
80,6065,ATK,BLUE
327,24180,DEF,RED
523,11725,DEF,RED
17,8575,DEF,BLUE
241,8612,ATK,RED
524,2297,ATK,BLUE
414,16548,ATK,BLUE
24,5629,ATK,RED
318,6380,ATK,RED
641,20624,DEF,BLUE
454,2469,DEF,RED
429,20148,ATK,RED
581,16233,DEF,BLUE
668,22477,DEF,RED
324,3555,DEF,RED
667,6487,DEF,BLUE
296,11383,DEF,RED
99,10471,DEF,RED
495,3593,DEF,RED
288,20383,DEF,BLUE
769,22120,ATK,BLUE
249,23254,DEF,RED
134,5981,DEF,BLUE
322,666,DEF,BLUE
288,1430,DEF,RED
241,14428,DEF,RED
523,21418,DEF,RED
721,19996,ATK,BLUE
670,5296,ATK,BLUE
216,9115,DEF,BLUE
742,4351,DEF,RED
340,18094,DEF,RED
85,7279,ATK,RED
622,16761,ATK,RED
199,15694,ATK,RED
634,21322,ATK,RED
26,16679,DEF,BLUE
651,8577,ATK,BLUE
514,11692,ATK,RED
386,8541,ATK,RED
73,1652,ATK,BLUE
630,19428,ATK,BLUE
724,12334,ATK,RED
155,6283,ATK,RED
572,19069,DEF,RED
150,5842,DEF,BLUE
210,22387,ATK,RED
687,11735,ATK,RED
207,7056,DEF,RED
257,24773,ATK,RED
96,21606,DEF,BLUE
532,16692,DEF,BLUE
297,10684,ATK,BLUE
684,19132,DEF,BLUE
79,24942,ATK,RED
435,6095,DEF,BLUE
736,21406,ATK,BLUE
9,5247,DEF,BLUE
157,12214,ATK,BLUE
147,163,DEF,RED
304,7387,ATK,BLUE
62,9401,DEF,BLUE
354,23997,DEF,BLUE
574,24446,DEF,BLUE
727,22175,DEF,BLUE
579,22437,DEF,RED
547,21597,ATK,BLUE
640,11636,DEF,RED
597,19591,DEF,BLUE
128,1942,DEF,BLUE
733,2801,DEF,BLUE
53,16303,ATK,BLUE
259,12635,DEF,BLUE
768,17170,DEF,BLUE
82,314,ATK,BLUE
701,2456,DEF,RED
286,5928,DEF,BLUE
18,21905,DEF,RED
332,837,DEF,RED
41,9441,DEF,BLUE
700,4356,ATK,RED
209,24057,DEF,BLUE
703,7389,ATK,BLUE
792,132,DEF,RED
86,19388,DEF,BLUE
148,2332,ATK,BLUE
108,16130,ATK,RED
339,21862,DEF,RED
436,5423,DEF,BLUE
204,9956,ATK,RED
559,12245,DEF,BLUE
72,5627,ATK,BLUE
552,6971,ATK,RED
93,22543,DEF,RED
29,19853,ATK,BLUE
613,13249,DEF,RED
694,3242,DEF,BLUE
465,11075,DEF,BLUE
620,16803,ATK,BLUE
434,8765,ATK,RED
236,20363,DEF,BLUE
52,13366,DEF,BLUE
82,20584,ATK,RED
682,18964,ATK,BLUE
398,13668,DEF,RED
232,17985,ATK,BLUE
638,21995,ATK,RED
310,23023,DEF,BLUE
162,11313,ATK,RED
1,15201,ATK,BLUE
227,23187,DEF,RED
585,18691,DEF,BLUE
487,8094,ATK,BLUE
400,16598,ATK,BLUE
208,16129,DEF,BLUE
305,1993,ATK,RED
694,3959,ATK,BLUE
16,18999,DEF,RED
67,24286,ATK,BLUE
185,7797,ATK,BLUE
80,304,DEF,BLUE
740,5542,DEF,BLUE
218,3394,DEF,RED
375,15019,DEF,RED
596,3860,DEF,RED
50,8684,DEF,BLUE
451,19787,ATK,RED
115,20209,DEF,RED
134,21584,ATK,BLUE
693,24129,DEF,RED
286,5309,DEF,RED
343,18662,DEF,BLUE
578,23635,ATK,BLUE
540,18575,DEF,RED
162,19395,DEF,RED
485,11369,ATK,BLUE
428,5620,ATK,RED
276,21829,ATK,RED
611,15189,ATK,RED
487,5627,DEF,RED
197,3164,ATK,RED
265,3529,DEF,BLUE
759,13485,DEF,RED
651,13974,DEF,BLUE
332,15551,DEF,RED
58,23908,DEF,BLUE
37,22690,ATK,BLUE
629,22963,ATK,RED
463,6906,ATK,RED
532,5712,ATK,BLUE
233,12649,ATK,RED
233,6986,DEF,RED
470,24640,DEF,RED
416,21560,ATK,RED
308,4608,ATK,BLUE
625,17476,DEF,BLUE
576,7522,DEF,BLUE
352,14916,ATK,BLUE
99,11642,DEF,RED
440,9758,ATK,BLUE
653,1316,DEF,BLUE
607,23013,DEF,RED
158,14399,DEF,BLUE
519,5179,DEF,BLUE
251,1200,DEF,RED
41,16371,ATK,BLUE
156,20800,DEF,RED
430,15590,ATK,RED
769,18478,ATK,BLUE
421,4425,ATK,BLUE
470,22391,ATK,RED
609,41,DEF,BLUE
725,6737,DEF,RED
234,22815,DEF,RED
771,17903,ATK,BLUE
184,8880,DEF,RED
333,16797,DEF,RED
318,16722,DEF,BLUE
629,23352,ATK,RED
435,736,ATK,BLUE
468,19443,ATK,RED
232,5116,ATK,RED
524,4136,ATK,RED
799,3179,ATK,RED
634,7659,ATK,RED
618,7987,DEF,BLUE
128,9415,DEF,BLUE
144,6074,ATK,BLUE
644,3512,ATK,BLUE
637,9887,ATK,BLUE
205,1433,DEF,BLUE
602,4813,ATK,BLUE
229,2839,DEF,RED
21,23547,DEF,RED
526,21641,ATK,BLUE
221,24719,DEF,RED
700,14970,DEF,RED
761,6385,DEF,BLUE
330,19896,ATK,BLUE
532,16502,DEF,BLUE
637,9726,ATK,RED
601,24090,DEF,RED
292,4743,DEF,RED
513,23355,ATK,BLUE
274,6102,ATK,RED
619,18546,DEF,BLUE
14,8907,DEF,RED
22,9749,ATK,BLUE
332,11287,DEF,BLUE
272,7583,DEF,BLUE
794,6060,ATK,RED
668,23666,DEF,BLUE
26,24093,ATK,RED
564,12430,ATK,RED
294,17722,ATK,RED
681,24392,DEF,RED
221,4863,DEF,RED
27,18617,ATK,RED
224,12931,DEF,BLUE
701,8274,ATK,BLUE
681,12828,DEF,RED
177,6752,DEF,BLUE
507,20442,ATK,BLUE
366,1622,ATK,BLUE
42,1985,DEF,BLUE
80,19241,ATK,RED
749,24260,DEF,BLUE
366,9988,ATK,RED
634,2726,DEF,RED
327,7983,ATK,RED
64,1773,DEF,BLUE
564,9006,DEF,BLUE
266,13624,DEF,RED
641,24145,ATK,BLUE
537,979,DEF,BLUE
461,16949,ATK,BLUE
786,10730,DEF,BLUE
255,12971,DEF,RED
130,21230,DEF,BLUE
568,23500,DEF,RED
311,21229,ATK,RED
289,4070,DEF,BLUE
346,42,ATK,RED
260,20278,DEF,RED
418,626,DEF,RED
90,24159,DEF,BLUE
370,7566,DEF,RED
179,12450,ATK,BLUE
487,21639,DEF,RED
597,5210,ATK,BLUE
475,9412,DEF,RED
261,19691,ATK,BLUE
530,21016,DEF,BLUE
467,21674,DEF,BLUE
429,20317,DEF,RED
461,9107,DEF,RED
285,6021,ATK,BLUE
194,19939,ATK,RED
543,20903,DEF,BLUE
247,6709,ATK,RED
248,16398,DEF,BLUE
149,10812,DEF,RED
103,4471,ATK,RED
787,7401,ATK,BLUE
781,23204,DEF,BLUE
84,22527,ATK,BLUE
570,19034,DEF,BLUE
166,14663,DEF,RED
11,4017,DEF,BLUE
346,3143,ATK,BLUE
197,9869,DEF,BLUE
166,17611,DEF,BLUE
377,7070,ATK,RED
518,7891,DEF,BLUE
134,12127,ATK,RED
71,15751,DEF,RED
5,18903,DEF,BLUE
775,20125,DEF,RED
697,19146,ATK,BLUE
447,4113,ATK,RED
328,632,ATK,BLUE
85,22934,DEF,BLUE
286,8542,ATK,BLUE
590,12970,ATK,RED
673,9520,DEF,BLUE
544,15830,DEF,BLUE
581,20223,DEF,RED
559,6078,DEF,RED
212,22910,ATK,RED
797,15901,DEF,RED
210,3513,DEF,BLUE
482,4680,ATK,BLUE
240,4317,DEF,BLUE
28,6989,DEF,RED
307,1720,DEF,BLUE
183,16006,DEF,RED
673,5620,ATK,RED
459,20167,ATK,BLUE
373,8716,ATK,BLUE
488,19828,ATK,BLUE
130,16242,ATK,BLUE
221,4775,DEF,BLUE
7,24962,DEF,BLUE
380,10009,DEF,RED
701,17259,DEF,BLUE
226,4360,DEF,RED
28,20353,ATK,BLUE
181,20489,DEF,BLUE
412,3616,DEF,RED
659,23837,DEF,RED
615,1811,DEF,BLUE
578,4528,ATK,RED
121,19956,DEF,RED
550,2907,DEF,RED
181,8560,ATK,RED
76,22467,ATK,BLUE
474,1387,ATK,BLUE
32,17826,DEF,RED
436,24213,ATK,RED
355,18241,ATK,BLUE
725,3763,DEF,RED
691,17522,DEF,BLUE
620,3111,ATK,RED
608,19718,DEF,BLUE
394,21584,ATK,RED
758,18213,DEF,BLUE
608,19537,DEF,RED
497,2035,DEF,BLUE
580,17832,DEF,RED
399,2553,DEF,RED
760,15800,DEF,RED
271,11764,DEF,BLUE
442,10198,ATK,BLUE
496,6930,ATK,BLUE
574,7069,ATK,RED
749,1252,ATK,RED
404,16899,DEF,RED
652,706,ATK,RED
47,22261,DEF,RED
238,7694,DEF,RED
67,1504,ATK,BLUE
687,23637,DEF,BLUE
235,6558,DEF,RED
374,19573,DEF,RED
719,4422,DEF,BLUE
584,19766,ATK,RED
344,20137,DEF,RED
695,10864,DEF,RED
466,22206,ATK,RED
238,15255,DEF,BLUE
512,7096,DEF,RED
606,20954,DEF,BLUE
391,3228,DEF,BLUE
491,14157,DEF,BLUE
343,19721,DEF,BLUE
132,11158,DEF,RED
798,15479,ATK,BLUE
614,7678,DEF,BLUE
207,23192,DEF,BLUE
117,21991,ATK,BLUE
765,21320,ATK,BLUE
251,18732,ATK,BLUE
625,17329,DEF,BLUE
262,20641,ATK,RED
759,22069,DEF,RED
18,10021,DEF,RED
5,13679,ATK,RED
79,14315,DEF,BLUE
755,23014,DEF,RED
58,20945,ATK,RED
445,3354,ATK,RED
602,15654,ATK,RED
275,16041,DEF,BLUE
324,13225,DEF,BLUE
673,16518,DEF,BLUE
241,16960,ATK,RED
676,1538,DEF,RED
566,18814,DEF,BLUE
324,22729,ATK,BLUE
132,12004,DEF,BLUE
435,7239,DEF,RED
673,8330,DEF,BLUE
752,10385,DEF,BLUE
730,12363,ATK,RED
518,12960,ATK,RED
781,23905,DEF,BLUE
142,8941,DEF,RED
437,24395,ATK,BLUE
508,3168,DEF,BLUE
266,12953,ATK,RED
569,13211,ATK,BLUE
346,10605,ATK,BLUE
165,5023,DEF,RED
456,22696,ATK,RED
468,2098,DEF,RED
245,6369,DEF,RED
755,12224,ATK,RED
190,17970,DEF,BLUE
80,12590,ATK,RED
587,19245,ATK,BLUE
100,487,ATK,BLUE
136,21731,ATK,RED
331,15837,DEF,BLUE
20,654,ATK,RED
493,10345,DEF,RED
796,8292,ATK,RED
595,12388,DEF,BLUE
630,11328,DEF,RED
515,22297,DEF,BLUE
500,9698,DEF,RED
425,5339,DEF,BLUE
358,8949,ATK,RED
178,22164,ATK,BLUE
422,4293,DEF,BLUE
331,8759,DEF,BLUE
571,7228,DEF,BLUE
103,7204,ATK,RED
548,14853,DEF,RED
526,9297,ATK,BLUE
603,6554,DEF,BLUE
11,23418,ATK,RED
443,23222,ATK,BLUE
783,16403,ATK,RED
513,19691,DEF,RED
518,21319,ATK,RED
761,16681,ATK,RED
800,3174,DEF,BLUE
64,2097,DEF,RED
486,18826,DEF,RED
522,17432,DEF,RED
638,12593,ATK,RED
395,1675,DEF,RED
619,12412,ATK,BLUE
601,6050,ATK,BLUE
34,15996,ATK,BLUE
187,23702,ATK,BLUE
509,16418,ATK,RED
383,11906,DEF,RED
64,18319,DEF,BLUE
487,19064,ATK,RED
408,6449,ATK,BLUE
335,24298,DEF,BLUE
301,20642,DEF,RED
465,14217,DEF,BLUE
15,11831,DEF,RED
34,3959,DEF,RED
790,4423,DEF,RED
535,19592,DEF,BLUE
562,15828,DEF,BLUE
49,18996,ATK,BLUE
256,1587,DEF,RED
148,10453,DEF,RED
600,9642,ATK,RED
494,2538,ATK,RED
669,3777,DEF,BLUE
686,15271,DEF,RED
445,12592,DEF,BLUE
196,10365,ATK,RED
620,5095,DEF,RED
351,16384,ATK,BLUE
633,4893,ATK,RED
171,16333,DEF,BLUE
679,10844,DEF,RED
550,767,ATK,RED
580,3930,DEF,RED
708,12175,DEF,RED
122,19312,ATK,RED
759,23299,ATK,BLUE
652,23339,DEF,BLUE
384,22884,ATK,BLUE
638,11484,DEF,RED
46,20472,ATK,BLUE
153,19050,ATK,RED
522,2426,ATK,RED
129,2693,ATK,BLUE
749,6434,DEF,BLUE
149,2020,DEF,RED
463,23350,ATK,BLUE
497,17005,ATK,RED
695,11011,DEF,BLUE
285,79,ATK,RED
513,3154,ATK,BLUE
745,12401,DEF,RED
693,694,ATK,RED
755,21578,DEF,BLUE
521,21798,ATK,RED
364,12414,DEF,BLUE
